B&B,,cost,iteration
,,296,53358
,,297,53359
,,296,53360
,,297,53361
,,296,53362
,,295,53363
,,294,53364
,,293,53365
,,292,53366
,,293,53367
,,294,53368
,,295,53369
,,296,53370
,,297,53371
,,298,53372
,,297,53373
,,296,53374
,,297,53375
,,298,53376
,,297,53377
,,296,53378
,,295,53379
,,294,53380
,,295,53381
,,296,53382
,,297,53383
,,296,53384
,,297,53385
,,298,53386
,,299,53387
,,298,53388
,,299,53389
,,300,53390
,,301,53391
,,300,53392
,,299,53393
,,298,53394
,,297,53395
,,296,53396
,,295,53397
,,296,53398
,,297,53399
,,296,53400
,,295,53401
,,296,53402
,,297,53403
,,296,53404
,,295,53405
,,294,53406
,,293,53407
,,292,53408
,,291,53409
,,292,53410
,,293,53411
,,294,53412
,,295,53413
,,296,53414
,,297,53415
,,298,53416
,,297,53417
,,296,53418
,,297,53419
,,296,53420
,,295,53421
,,294,53422
,,295,53423
,,296,53424
,,297,53425
,,298,53426
,,299,53427
,,298,53428
,,299,53429
,,300,53430
,,301,53431
,,300,53432
,,299,53433
,,298,53434
,,297,53435
,,296,53436
,,297,53437
,,298,53438
,,299,53439
,,298,53440
,,297,53441
,,296,53442
,,295,53443
,,296,53444
,,297,53445
,,296,53446
,,297,53447
,,296,53448
,,295,53449
,,296,53450
,,297,53451
,,298,53452
,,297,53453
,,296,53454
,,297,53455
,,298,53456
,,297,53457
,,296,53458
,,295,53459
,,294,53460
,,293,53461
,,292,53462
,,293,53463
,,294,53464
,,295,53465
,,296,53466
,,297,53467
,,298,53468
,,299,53469
,,298,53470
,,297,53471
,,296,53472
,,297,53473
,,296,53474
,,295,53475
,,294,53476
,,295,53477
,,296,53478
,,297,53479
,,298,53480
,,297,53481
,,296,53482
,,297,53483
,,298,53484
,,299,53485
,,298,53486
,,299,53487
,,300,53488
,,301,53489
,,300,53490
,,301,53491
,,300,53492
,,299,53493
,,298,53494
,,297,53495
,,296,53496
,,295,53497
,,296,53498
,,295,53499
,,296,53500
,,297,53501
,,296,53502
,,295,53503
,,294,53504
,,293,53505
,,292,53506
,,291,53507
,,292,53508
,,293,53509
,,294,53510
,,295,53511
,,296,53512
,,297,53513
,,298,53514
,,297,53515
,,296,53516
,,297,53517
,,298,53518
,,299,53519
,,300,53520
,,301,53521
,,300,53522
,,299,53523
,,298,53524
,,299,53525
,,298,53526
,,297,53527
,,296,53528
,,295,53529
,,296,53530
,,297,53531
,,296,53532
,,297,53533
,,296,53534
,,295,53535
,,296,53536
,,297,53537
,,298,53538
,,297,53539
,,296,53540
,,297,53541
,,298,53542
,,299,53543
,,298,53544
,,297,53545
,,296,53546
,,295,53547
,,294,53548
,,295,53549
,,296,53550
,,297,53551
,,298,53552
,,297,53553
,,296,53554
,,297,53555
,,298,53556
,,299,53557
,,298,53558
,,297,53559
,,298,53560
,,297,53561
,,296,53562
,,295,53563
,,294,53564
,,293,53565
,,292,53566
,,293,53567
,,294,53568
,,295,53569
,,296,53570
,,297,53571
,,296,53572
,,295,53573
,,296,53574
,,297,53575
,,296,53576
,,295,53577
,,296,53578
,,297,53579
,,296,53580
,,297,53581
,,296,53582
,,295,53583
,,294,53584
,,295,53585
,,296,53586
,,297,53587
,,296,53588
,,295,53589
,,294,53590
,,293,53591
,,292,53592
,,291,53593
,,290,53594
,,289,53595
,,288,53596
,,289,53597
,,290,53598
,,291,53599
,,292,53600
,,293,53601
,,294,53602
,,295,53603
,,296,53604
,,297,53605
,,296,53606
,,295,53607
,,294,53608
,,295,53609
,,296,53610
,,297,53611
,,298,53612
,,297,53613
,,296,53614
,,297,53615
,,296,53616
,,295,53617
,,294,53618
,,293,53619
,,292,53620
,,293,53621
,,294,53622
,,295,53623
,,296,53624
,,297,53625
,,298,53626
,,297,53627
,,296,53628
,,295,53629
,,294,53630
,,295,53631
,,296,53632
,,297,53633
,,296,53634
,,297,53635
,,298,53636
,,299,53637
,,300,53638
,,301,53639
,,300,53640
,,299,53641
,,298,53642
,,299,53643
,,298,53644
,,297,53645
,,296,53646
,,295,53647
,,294,53648
,,293,53649
,,294,53650
,,293,53651
,,294,53652
,,295,53653
,,294,53654
,,293,53655
,,292,53656
,,291,53657
,,290,53658
,,291,53659
,,292,53660
,,293,53661
,,294,53662
,,295,53663
,,296,53664
,,297,53665
,,296,53666
,,297,53667
,,298,53668
,,297,53669
,,298,53670
,,297,53671
,,298,53672
,,299,53673
,,298,53674
,,297,53675
,,296,53676
,,295,53677
,,294,53678
,,295,53679
,,296,53680
,,297,53681
,,296,53682
,,297,53683
,,296,53684
,,295,53685
,,296,53686
,,297,53687
,,298,53688
,,299,53689
,,300,53690
,,299,53691
,,298,53692
,,299,53693
,,298,53694
,,297,53695
,,296,53696
,,297,53697
,,298,53698
,,297,53699
,,296,53700
,,295,53701
,,296,53702
,,297,53703
,,296,53704
,,295,53705
,,294,53706
,,293,53707
,,292,53708
,,293,53709
,,294,53710
,,295,53711
,,296,53712
,,297,53713
,,296,53714
,,295,53715
,,294,53716
,,295,53717
,,296,53718
,,297,53719
,,298,53720
,,299,53721
,,300,53722
,,299,53723
,,298,53724
,,299,53725
,,300,53726
,,301,53727
,,302,53728
,,303,53729
,,302,53730
,,301,53731
,,302,53732
,,303,53733
,,302,53734
,,301,53735
,,302,53736
,,303,53737
,,302,53738
,,301,53739
,,300,53740
,,301,53741
,,302,53742
,,301,53743
,,300,53744
,,299,53745
,,298,53746
,,297,53747
,,298,53748
,,299,53749
,,298,53750
,,297,53751
,,298,53752
,,299,53753
,,298,53754
,,297,53755
,,296,53756
,,297,53757
,,298,53758
,,299,53759
,,300,53760
,,301,53761
,,302,53762
,,303,53763
,,302,53764
,,303,53765
,,302,53766
,,301,53767
,,300,53768
,,299,53769
,,298,53770
,,299,53771
,,298,53772
,,297,53773
,,296,53774
,,295,53775
,,294,53776
,,293,53777
,,294,53778
,,295,53779
,,296,53780
,,297,53781
,,296,53782
,,297,53783
,,298,53784
,,297,53785
,,298,53786
,,299,53787
,,298,53788
,,297,53789
,,298,53790
,,297,53791
,,296,53792
,,295,53793
,,294,53794
,,295,53795
,,296,53796
,,297,53797
,,298,53798
,,299,53799
,,298,53800
,,299,53801
,,298,53802
,,297,53803
,,298,53804
,,299,53805
,,298,53806
,,299,53807
,,298,53808
,,297,53809
,,298,53810
,,299,53811
,,298,53812
,,297,53813
,,296,53814
,,297,53815
,,298,53816
,,297,53817
,,296,53818
,,295,53819
,,294,53820
,,293,53821
,,294,53822
,,295,53823
,,296,53824
,,297,53825
,,296,53826
,,295,53827
,,294,53828
,,295,53829
,,294,53830
,,293,53831
,,292,53832
,,291,53833
,,290,53834
,,289,53835
,,290,53836
,,291,53837
,,292,53838
,,293,53839
,,294,53840
,,295,53841
,,296,53842
,,297,53843
,,298,53844
,,299,53845
,,298,53846
,,297,53847
,,296,53848
,,297,53849
,,296,53850
,,295,53851
,,294,53852
,,295,53853
,,296,53854
,,297,53855
,,298,53856
,,297,53857
,,296,53858
,,297,53859
,,296,53860
,,295,53861
,,296,53862
,,295,53863
,,296,53864
,,297,53865
,,296,53866
,,295,53867
,,294,53868
,,293,53869
,,292,53870
,,293,53871
,,294,53872
,,295,53873
,,296,53874
,,297,53875
,,298,53876
,,299,53877
,,300,53878
,,299,53879
,,298,53880
,,299,53881
,,300,53882
,,301,53883
,,300,53884
,,299,53885
,,298,53886
,,297,53887
,,296,53888
,,297,53889
,,298,53890
,,299,53891
,,300,53892
,,301,53893
,,300,53894
,,299,53895
,,298,53896
,,299,53897
,,298,53898
,,297,53899
,,298,53900
,,297,53901
,,298,53902
,,299,53903
,,298,53904
,,297,53905
,,296,53906
,,295,53907
,,294,53908
,,295,53909
,,296,53910
,,295,53911
,,294,53912
,,293,53913
,,294,53914
,,295,53915
,,294,53916
,,295,53917
,,296,53918
,,295,53919
,,294,53920
,,293,53921
,,294,53922
,,295,53923
,,296,53924
,,297,53925
,,298,53926
,,299,53927
,,298,53928
,,299,53929
,,300,53930
,,299,53931
,,298,53932
,,297,53933
,,298,53934
,,299,53935
,,300,53936
,,301,53937
,,302,53938
,,301,53939
,,300,53940
,,299,53941
,,298,53942
,,297,53943
,,296,53944
,,295,53945
,,294,53946
,,295,53947
,,294,53948
,,293,53949
,,292,53950
,,291,53951
,,290,53952
,,291,53953
,,292,53954
,,293,53955
,,294,53956
,,295,53957
,,296,53958
,,295,53959
,,294,53960
,,295,53961
,,296,53962
,,297,53963
,,296,53964
,,297,53965
,,298,53966
,,299,53967
,,300,53968
,,301,53969
,,300,53970
,,301,53971
,,300,53972
,,299,53973
,,298,53974
,,297,53975
,,296,53976
,,295,53977
,,294,53978
,,293,53979
,,294,53980
,,295,53981
,,294,53982
,,293,53983
,,294,53984
,,295,53985
,,294,53986
,,293,53987
,,292,53988
,,293,53989
,,294,53990
,,295,53991
,,296,53992
,,297,53993
,,296,53994
,,295,53995
,,294,53996
,,295,53997
,,296,53998
,,297,53999
,,298,54000
,,299,54001
,,298,54002
,,297,54003
,,296,54004
,,295,54005
,,296,54006
,,297,54007
,,296,54008
,,297,54009
,,296,54010
,,295,54011
,,294,54012
,,293,54013
,,292,54014
,,291,54015
,,290,54016
,,289,54017
,,290,54018
,,291,54019
,,292,54020
,,293,54021
,,294,54022
,,295,54023
,,296,54024
,,297,54025
,,298,54026
,,299,54027
,,298,54028
,,297,54029
,,296,54030
,,297,54031
,,298,54032
,,299,54033
,,300,54034
,,301,54035
,,302,54036
,,301,54037
,,300,54038
,,301,54039
,,302,54040
,,303,54041
,,302,54042
,,301,54043
,,300,54044
,,299,54045
,,298,54046
,,299,54047
,,298,54048
,,297,54049
,,298,54050
,,299,54051
,,298,54052
,,297,54053
,,298,54054
,,297,54055
,,296,54056
,,295,54057
,,294,54058
,,295,54059
,,296,54060
,,297,54061
,,298,54062
,,299,54063
,,300,54064
,,301,54065
,,302,54066
,,301,54067
,,302,54068
,,303,54069
,,302,54070
,,301,54071
,,302,54072
,,303,54073
,,302,54074
,,301,54075
,,300,54076
,,301,54077
,,300,54078
,,299,54079
,,298,54080
,,299,54081
,,300,54082
,,301,54083
,,300,54084
,,299,54085
,,298,54086
,,297,54087
,,298,54088
,,299,54089
,,300,54090
,,301,54091
,,300,54092
,,301,54093
,,302,54094
,,301,54095
,,300,54096
,,299,54097
,,298,54098
,,299,54099
,,300,54100
,,299,54101
,,298,54102
,,297,54103
,,298,54104
,,299,54105
,,300,54106
,,301,54107
,,302,54108
,,301,54109
,,300,54110
,,301,54111
,,300,54112
,,299,54113
,,298,54114
,,299,54115
,,300,54116
,,301,54117
,,300,54118
,,299,54119
,,298,54120
,,297,54121
,,296,54122
,,297,54123
,,298,54124
,,299,54125
,,300,54126
,,301,54127
,,302,54128
,,303,54129
,,302,54130
,,301,54131
,,300,54132
,,301,54133
,,300,54134
,,299,54135
,,300,54136
,,301,54137
,,300,54138
,,299,54139
,,300,54140
,,301,54141
,,300,54142
,,299,54143
,,298,54144
,,299,54145
,,300,54146
,,301,54147
,,300,54148
,,299,54149
,,298,54150
,,297,54151
,,296,54152
,,295,54153
,,294,54154
,,293,54155
,,294,54156
,,295,54157
,,296,54158
,,297,54159
,,298,54160
,,299,54161
,,300,54162
,,299,54163
,,298,54164
,,299,54165
,,300,54166
,,301,54167
,,300,54168
,,299,54169
,,298,54170
,,297,54171
,,296,54172
,,297,54173
,,298,54174
,,299,54175
,,300,54176
,,301,54177
,,302,54178
,,301,54179
,,300,54180
,,299,54181
,,298,54182
,,297,54183
,,296,54184
,,295,54185
,,294,54186
,,295,54187
,,296,54188
,,297,54189
,,296,54190
,,295,54191
,,294,54192
,,293,54193
,,294,54194
,,295,54195
,,296,54196
,,297,54197
,,298,54198
,,299,54199
,,298,54200
,,299,54201
,,298,54202
,,297,54203
,,298,54204
,,297,54205
,,296,54206
,,297,54207
,,296,54208
,,295,54209
,,294,54210
,,295,54211
,,296,54212
,,297,54213
,,298,54214
,,299,54215
,,300,54216
,,301,54217
,,302,54218
,,303,54219
,,302,54220
,,301,54221
,,302,54222
,,303,54223
,,302,54224
,,301,54225
,,302,54226
,,301,54227
,,300,54228
,,301,54229
,,302,54230
,,301,54231
,,300,54232
,,299,54233
,,298,54234
,,299,54235
,,300,54236
,,299,54237
,,298,54238
,,297,54239
,,298,54240
,,299,54241
,,298,54242
,,297,54243
,,298,54244
,,299,54245
,,298,54246
,,297,54247
,,296,54248
,,297,54249
,,298,54250
,,297,54251
,,296,54252
,,295,54253
,,294,54254
,,293,54255
,,292,54256
,,293,54257
,,294,54258
,,295,54259
,,296,54260
,,297,54261
,,298,54262
,,299,54263
,,300,54264
,,301,54265
,,302,54266
,,303,54267
,,304,54268
,,303,54269
,,302,54270
,,301,54271
,,300,54272
,,301,54273
,,300,54274
,,299,54275
,,298,54276
,,297,54277
,,296,54278
,,295,54279
,,294,54280
,,295,54281
,,296,54282
,,297,54283
,,296,54284
,,297,54285
,,298,54286
,,299,54287
,,300,54288
,,301,54289
,,302,54290
,,303,54291
,,302,54292
,,303,54293
,,302,54294
,,301,54295
,,300,54296
,,301,54297
,,300,54298
,,299,54299
,,298,54300
,,297,54301
,,296,54302
,,295,54303
,,294,54304
,,293,54305
,,292,54306
,,291,54307
,,290,54308
,,291,54309
,,292,54310
,,293,54311
,,294,54312
,,295,54313
,,296,54314
,,297,54315
,,298,54316
,,297,54317
,,298,54318
,,299,54319
,,300,54320
,,301,54321
,,302,54322
,,303,54323
,,302,54324
,,301,54325
,,300,54326
,,299,54327
,,298,54328
,,299,54329
,,298,54330
,,297,54331
,,296,54332
,,295,54333
,,294,54334
,,295,54335
,,296,54336
,,297,54337
,,296,54338
,,297,54339
,,298,54340
,,299,54341
,,298,54342
,,297,54343
,,296,54344
,,295,54345
,,296,54346
,,297,54347
,,298,54348
,,297,54349
,,296,54350
,,297,54351
,,298,54352
,,299,54353
,,300,54354
,,301,54355
,,300,54356
,,299,54357
,,298,54358
,,297,54359
,,296,54360
,,295,54361
,,296,54362
,,295,54363
,,294,54364
,,293,54365
,,292,54366
,,293,54367
,,294,54368
,,295,54369
,,296,54370
,,297,54371
,,298,54372
,,299,54373
,,298,54374
,,297,54375
,,296,54376
,,297,54377
,,296,54378
,,295,54379
,,294,54380
,,295,54381
,,296,54382
,,297,54383
,,298,54384
,,299,54385
,,298,54386
,,299,54387
,,298,54388
,,297,54389
,,298,54390
,,299,54391
,,300,54392
,,299,54393
,,298,54394
,,299,54395
,,298,54396
,,297,54397
,,298,54398
,,299,54399
,,300,54400
,,299,54401
,,298,54402
,,299,54403
,,300,54404
,,301,54405
,,300,54406
,,299,54407
,,298,54408
,,297,54409
,,296,54410
,,297,54411
,,298,54412
,,299,54413
,,298,54414
,,299,54415
,,300,54416
,,299,54417
,,298,54418
,,297,54419
,,296,54420
,,295,54421
,,294,54422
,,293,54423
,,294,54424
,,295,54425
,,294,54426
,,295,54427
,,294,54428
,,293,54429
,,294,54430
,,295,54431
,,296,54432
,,295,54433
,,294,54434
,,295,54435
,,294,54436
,,293,54437
,,292,54438
,,291,54439
,,290,54440
,,289,54441
,,288,54442
,,287,54443
,,286,54444
,,287,54445
,,288,54446
,,289,54447
,,290,54448
,,291,54449
,,292,54450
,,293,54451
,,294,54452
,,295,54453
,,296,54454
,,297,54455
,,298,54456
,,299,54457
,,300,54458
,,301,54459
,,302,54460
,,303,54461
,,302,54462
,,301,54463
,,300,54464
,,299,54465
,,298,54466
,,299,54467
,,298,54468
,,297,54469
,,298,54470
,,297,54471
,,298,54472
,,299,54473
,,300,54474
,,301,54475
,,302,54476
,,303,54477
,,304,54478
,,305,54479
,,306,54480
,,306,54481
,,305,54482
,,304,54483
,,303,54484
,,302,54485
,,301,54486
,,300,54487
,,299,54488
,,298,54489
,,297,54490
,,296,54491
,,297,54492
,,298,54493
,,299,54494
,,300,54495
,,301,54496
,,300,54497
,,299,54498
,,300,54499
,,301,54500
,,300,54501
,,299,54502
,,298,54503
,,297,54504
,,296,54505
,,295,54506
,,294,54507
,,295,54508
,,296,54509
,,297,54510
,,296,54511
,,295,54512
,,294,54513
,,293,54514
,,294,54515
,,295,54516
,,294,54517
,,295,54518
,,296,54519
,,295,54520
,,294,54521
,,293,54522
,,294,54523
,,295,54524
,,296,54525
,,297,54526
,,298,54527
,,299,54528
,,300,54529
,,299,54530
,,298,54531
,,297,54532
,,298,54533
,,299,54534
,,298,54535
,,297,54536
,,296,54537
,,295,54538
,,294,54539
,,295,54540
,,294,54541
,,293,54542
,,292,54543
,,293,54544
,,294,54545
,,295,54546
,,296,54547
,,295,54548
,,294,54549
,,295,54550
,,294,54551
,,293,54552
,,292,54553
,,291,54554
,,290,54555
,,291,54556
,,292,54557
,,293,54558
,,294,54559
,,295,54560
,,296,54561
,,297,54562
,,298,54563
,,297,54564
,,296,54565
,,297,54566
,,298,54567
,,299,54568
,,300,54569
,,299,54570
,,298,54571
,,299,54572
,,298,54573
,,297,54574
,,296,54575
,,295,54576
,,296,54577
,,295,54578
,,296,54579
,,295,54580
,,294,54581
,,295,54582
,,296,54583
,,297,54584
,,296,54585
,,297,54586
,,298,54587
,,299,54588
,,298,54589
,,299,54590
,,298,54591
,,297,54592
,,296,54593
,,295,54594
,,294,54595
,,293,54596
,,292,54597
,,293,54598
,,294,54599
,,295,54600
,,296,54601
,,297,54602
,,298,54603
,,299,54604
,,300,54605
,,301,54606
,,300,54607
,,299,54608
,,298,54609
,,297,54610
,,296,54611
,,297,54612
,,296,54613
,,295,54614
,,294,54615
,,295,54616
,,294,54617
,,293,54618
,,292,54619
,,291,54620
,,292,54621
,,293,54622
,,294,54623
,,295,54624
,,294,54625
,,293,54626
,,292,54627
,,293,54628
,,294,54629
,,295,54630
,,294,54631
,,293,54632
,,292,54633
,,291,54634
,,292,54635
,,293,54636
,,294,54637
,,293,54638
,,292,54639
,,293,54640
,,294,54641
,,295,54642
,,294,54643
,,293,54644
,,292,54645
,,291,54646
,,290,54647
,,289,54648
,,288,54649
,,289,54650
,,290,54651
,,291,54652
,,292,54653
,,293,54654
,,294,54655
,,295,54656
,,294,54657
,,295,54658
,,294,54659
,,293,54660
,,292,54661
,,293,54662
,,294,54663
,,293,54664
,,292,54665
,,291,54666
,,290,54667
,,291,54668
,,292,54669
,,293,54670
,,294,54671
,,295,54672
,,296,54673
,,297,54674
,,298,54675
,,297,54676
,,296,54677
,,297,54678
,,298,54679
,,299,54680
,,298,54681
,,299,54682
,,298,54683
,,297,54684
,,296,54685
,,295,54686
,,296,54687
,,295,54688
,,296,54689
,,297,54690
,,296,54691
,,295,54692
,,294,54693
,,295,54694
,,294,54695
,,293,54696
,,292,54697
,,293,54698
,,294,54699
,,295,54700
,,296,54701
,,295,54702
,,294,54703
,,295,54704
,,296,54705
,,297,54706
,,296,54707
,,295,54708
,,294,54709
,,293,54710
,,292,54711
,,291,54712
,,292,54713
,,293,54714
,,292,54715
,,293,54716
,,294,54717
,,293,54718
,,292,54719
,,291,54720
,,292,54721
,,293,54722
,,294,54723
,,295,54724
,,296,54725
,,297,54726
,,296,54727
,,297,54728
,,298,54729
,,297,54730
,,296,54731
,,295,54732
,,296,54733
,,297,54734
,,298,54735
,,299,54736
,,300,54737
,,299,54738
,,298,54739
,,297,54740
,,296,54741
,,295,54742
,,294,54743
,,293,54744
,,292,54745
,,293,54746
,,292,54747
,,291,54748
,,290,54749
,,289,54750
,,288,54751
,,287,54752
,,288,54753
,,289,54754
,,290,54755
,,291,54756
,,292,54757
,,293,54758
,,294,54759
,,295,54760
,,294,54761
,,293,54762
,,292,54763
,,293,54764
,,292,54765
,,291,54766
,,290,54767
,,291,54768
,,292,54769
,,293,54770
,,294,54771
,,295,54772
,,294,54773
,,293,54774
,,292,54775
,,293,54776
,,292,54777
,,291,54778
,,292,54779
,,293,54780
,,294,54781
,,295,54782
,,294,54783
,,295,54784
,,296,54785
,,297,54786
,,298,54787
,,299,54788
,,298,54789
,,297,54790
,,296,54791
,,295,54792
,,296,54793
,,297,54794
,,296,54795
,,295,54796
,,294,54797
,,293,54798
,,292,54799
,,291,54800
,,292,54801
,,293,54802
,,292,54803
,,291,54804
,,290,54805
,,289,54806
,,288,54807
,,289,54808
,,290,54809
,,291,54810
,,292,54811
,,293,54812
,,294,54813
,,293,54814
,,294,54815
,,295,54816
,,294,54817
,,293,54818
,,294,54819
,,295,54820
,,294,54821
,,293,54822
,,292,54823
,,293,54824
,,292,54825
,,291,54826
,,290,54827
,,291,54828
,,292,54829
,,293,54830
,,294,54831
,,295,54832
,,294,54833
,,293,54834
,,292,54835
,,293,54836
,,294,54837
,,295,54838
,,296,54839
,,297,54840
,,298,54841
,,299,54842
,,300,54843
,,299,54844
,,298,54845
,,299,54846
,,300,54847
,,301,54848
,,300,54849
,,299,54850
,,298,54851
,,297,54852
,,296,54853
,,297,54854
,,296,54855
,,295,54856
,,296,54857
,,297,54858
,,298,54859
,,299,54860
,,300,54861
,,301,54862
,,300,54863
,,299,54864
,,298,54865
,,297,54866
,,296,54867
,,297,54868
,,296,54869
,,295,54870
,,296,54871
,,297,54872
,,296,54873
,,295,54874
,,294,54875
,,295,54876
,,294,54877
,,293,54878
,,292,54879
,,291,54880
,,292,54881
,,293,54882
,,294,54883
,,295,54884
,,296,54885
,,295,54886
,,294,54887
,,295,54888
,,296,54889
,,295,54890
,,296,54891
,,297,54892
,,296,54893
,,295,54894
,,294,54895
,,293,54896
,,292,54897
,,293,54898
,,294,54899
,,293,54900
,,292,54901
,,291,54902
,,292,54903
,,293,54904
,,294,54905
,,295,54906
,,296,54907
,,297,54908
,,298,54909
,,297,54910
,,296,54911
,,295,54912
,,294,54913
,,295,54914
,,296,54915
,,295,54916
,,296,54917
,,295,54918
,,294,54919
,,293,54920
,,292,54921
,,293,54922
,,294,54923
,,293,54924
,,292,54925
,,291,54926
,,290,54927
,,289,54928
,,288,54929
,,287,54930
,,288,54931
,,289,54932
,,290,54933
,,291,54934
,,292,54935
,,293,54936
,,294,54937
,,295,54938
,,296,54939
,,297,54940
,,298,54941
,,299,54942
,,300,54943
,,299,54944
,,298,54945
,,299,54946
,,298,54947
,,297,54948
,,298,54949
,,299,54950
,,298,54951
,,299,54952
,,298,54953
,,297,54954
,,298,54955
,,297,54956
,,296,54957
,,297,54958
,,298,54959
,,299,54960
,,298,54961
,,297,54962
,,296,54963
,,295,54964
,,294,54965
,,295,54966
,,296,54967
,,297,54968
,,298,54969
,,299,54970
,,300,54971
,,299,54972
,,298,54973
,,299,54974
,,298,54975
,,297,54976
,,296,54977
,,297,54978
,,298,54979
,,299,54980
,,298,54981
,,297,54982
,,296,54983
,,295,54984
,,296,54985
,,297,54986
,,298,54987
,,299,54988
,,300,54989
,,301,54990
,,300,54991
,,299,54992
,,298,54993
,,297,54994
,,296,54995
,,297,54996
,,296,54997
,,295,54998
,,296,54999
,,297,55000
,,296,55001
,,297,55002
,,296,55003
,,295,55004
,,294,55005
,,293,55006
,,292,55007
,,293,55008
,,294,55009
,,295,55010
,,294,55011
,,295,55012
,,296,55013
,,297,55014
,,296,55015
,,297,55016
,,298,55017
,,297,55018
,,296,55019
,,295,55020
,,294,55021
,,293,55022
,,292,55023
,,291,55024
,,292,55025
,,293,55026
,,294,55027
,,295,55028
,,296,55029
,,297,55030
,,298,55031
,,299,55032
,,300,55033
,,301,55034
,,300,55035
,,299,55036
,,298,55037
,,299,55038
,,298,55039
,,297,55040
,,298,55041
,,299,55042
,,300,55043
,,299,55044
,,298,55045
,,299,55046
,,298,55047
,,297,55048
,,298,55049
,,299,55050
,,300,55051
,,299,55052
,,298,55053
,,299,55054
,,298,55055
,,297,55056
,,296,55057
,,297,55058
,,298,55059
,,299,55060
,,300,55061
,,299,55062
,,298,55063
,,299,55064
,,298,55065
,,297,55066
,,296,55067
,,295,55068
,,294,55069
,,295,55070
,,296,55071
,,297,55072
,,296,55073
,,295,55074
,,296,55075
,,297,55076
,,296,55077
,,295,55078
,,296,55079
,,295,55080
,,294,55081
,,293,55082
,,292,55083
,,293,55084
,,294,55085
,,295,55086
,,296,55087
,,297,55088
,,298,55089
,,299,55090
,,298,55091
,,297,55092
,,296,55093
,,295,55094
,,294,55095
,,295,55096
,,296,55097
,,297,55098
,,298,55099
,,297,55100
,,296,55101
,,295,55102
,,294,55103
,,293,55104
,,292,55105
,,291,55106
,,292,55107
,,293,55108
,,294,55109
,,295,55110
,,296,55111
,,297,55112
,,296,55113
,,295,55114
,,296,55115
,,297,55116
,,296,55117
,,295,55118
,,296,55119
,,295,55120
,,294,55121
,,295,55122
,,294,55123
,,293,55124
,,292,55125
,,293,55126
,,294,55127
,,295,55128
,,296,55129
,,297,55130
,,296,55131
,,295,55132
,,296,55133
,,297,55134
,,298,55135
,,299,55136
,,300,55137
,,301,55138
,,300,55139
,,299,55140
,,300,55141
,,299,55142
,,298,55143
,,297,55144
,,296,55145
,,295,55146
,,294,55147
,,293,55148
,,292,55149
,,291,55150
,,290,55151
,,291,55152
,,292,55153
,,293,55154
,,294,55155
,,295,55156
,,296,55157
,,297,55158
,,296,55159
,,295,55160
,,294,55161
,,293,55162
,,292,55163
,,293,55164
,,294,55165
,,295,55166
,,296,55167
,,295,55168
,,294,55169
,,293,55170
,,292,55171
,,291,55172
,,290,55173
,,289,55174
,,288,55175
,,289,55176
,,290,55177
,,291,55178
,,292,55179
,,293,55180
,,294,55181
,,295,55182
,,296,55183
,,297,55184
,,296,55185
,,297,55186
,,298,55187
,,299,55188
,,298,55189
,,299,55190
,,298,55191
,,297,55192
,,296,55193
,,295,55194
,,294,55195
,,293,55196
,,292,55197
,,293,55198
,,292,55199
,,291,55200
,,292,55201
,,293,55202
,,294,55203
,,293,55204
,,292,55205
,,293,55206
,,294,55207
,,295,55208
,,296,55209
,,297,55210
,,298,55211
,,297,55212
,,296,55213
,,297,55214
,,296,55215
,,295,55216
,,296,55217
,,297,55218
,,298,55219
,,297,55220
,,296,55221
,,297,55222
,,298,55223
,,297,55224
,,296,55225
,,295,55226
,,296,55227
,,295,55228
,,294,55229
,,295,55230
,,294,55231
,,293,55232
,,292,55233
,,291,55234
,,292,55235
,,291,55236
,,290,55237
,,291,55238
,,292,55239
,,291,55240
,,290,55241
,,289,55242
,,288,55243
,,287,55244
,,286,55245
,,285,55246
,,284,55247
,,285,55248
,,286,55249
,,287,55250
,,288,55251
,,289,55252
,,290,55253
,,291,55254
,,292,55255
,,293,55256
,,294,55257
,,295,55258
,,296,55259
,,297,55260
,,298,55261
,,299,55262
,,298,55263
,,297,55264
,,296,55265
,,297,55266
,,296,55267
,,295,55268
,,294,55269
,,295,55270
,,296,55271
,,297,55272
,,298,55273
,,299,55274
,,298,55275
,,297,55276
,,296,55277
,,297,55278
,,296,55279
,,295,55280
,,294,55281
,,293,55282
,,294,55283
,,295,55284
,,296,55285
,,297,55286
,,298,55287
,,299,55288
,,298,55289
,,299,55290
,,300,55291
,,299,55292
,,298,55293
,,297,55294
,,296,55295
,,297,55296
,,298,55297
,,299,55298
,,298,55299
,,299,55300
,,300,55301
,,301,55302
,,300,55303
,,299,55304
,,298,55305
,,297,55306
,,298,55307
,,297,55308
,,298,55309
,,297,55310
,,296,55311
,,295,55312
,,294,55313
,,295,55314
,,296,55315
,,297,55316
,,296,55317
,,297,55318
,,296,55319
,,295,55320
,,294,55321
,,293,55322
,,294,55323
,,295,55324
,,296,55325
,,297,55326
,,296,55327
,,297,55328
,,296,55329
,,295,55330
,,294,55331
,,295,55332
,,296,55333
,,297,55334
,,298,55335
,,299,55336
,,298,55337
,,299,55338
,,300,55339
,,299,55340
,,300,55341
,,299,55342
,,298,55343
,,297,55344
,,296,55345
,,297,55346
,,298,55347
,,299,55348
,,298,55349
,,299,55350
,,300,55351
,,301,55352
,,300,55353
,,301,55354
,,300,55355
